13,8584,5654,5649,8592,8643,8527,8581,8603,8598,8545,8580,5670,8613,8614,8581
14,8584,5658,5647,8592,8643,8526,8582,8601,8599,8546,8579,5673,8613,8614,8580
14,8584,5657,5655,8592,8643,8526,8582,8601,8598,8546,8582,5669,8613,8614,8580
14,8584,5657,5653,8591,8643,8526,8582,8602,8598,8545,8580,5671,8612,8614,8580
14,8584,5657,5656,8592,8643,8526,8582,8601,8599,8546,8580,5672,8614,8614,8581
14,8584,5656,5657,8592,8643,8526,8581,8601,8599,8546,8580,5679,8613,8615,8579
13,8585,5657,5657,8592,8644,8527,8582,8602,8601,8547,8580,5677,8614,8615,8581
14,8585,5660,5656,8598,8644,8562,8654,8604,8600,8547,8581,5671,8614,8616,8584
14,8586,5657,5658,8598,8643,8580,8652,8605,8599,8546,8582,5677,8614,8614,8586
14,8585,5654,5650,8599,8643,8579,8649,8601,8599,8546,8580,5677,8613,8615,8585
13,8585,5657,5648,8599,8642,8577,8648,8601,8599,8545,8578,5672,8613,8614,8586
14,8585,5655,5651,8598,8642,8577,8646,8602,8598,8545,8581,5674,8613,8614,8586
14,8586,5658,5650,8599,8644,8577,8646,8602,8599,8546,8581,5673,8613,8615,8585
13,8584,5651,5649,8595,8644,8533,8616,8599,8600,8545,8580,5677,8614,8613,8581
14,8584,5651,5640,8593,8643,8518,8571,8602,8602,8547,8580,5672,8613,8613,8581
14,8584,5653,5645,8592,8643,8520,8573,8602,8601,8545,8582,5673,8614,8614,8580
14,8584,5652,5648,8593,8643,8520,8574,8602,8599,8547,8581,5670,8614,8614,8580
13,8584,5651,5643,8592,8643,8520,8575,8601,8601,8546,8581,5676,8614,8614,8580
13,8584,5655,5643,8592,8643,8520,8576,8601,8600,8544,8580,5671,8613,8614,8581
14,8584,5654,5647,8593,8643,8521,8576,8602,8598,8546,8580,5672,8613,8614,8580
13,8584,5654,5648,8592,8643,8522,8576,8602,8598,8546,8580,5678,8613,8614,8580
14,8585,5655,5650,8592,8643,8522,8577,8605,8600,8545,8583,5671,8612,8615,8581
14,8584,5655,5648,8592,8643,8522,8577,8600,8598,8545,8579,5677,8613,8614,8580
13,8584,5658,5651,8592,8643,8522,8577,8603,8600,8545,8581,5674,8614,8614,8580
13,8585,5655,5651,8592,8644,8522,8578,8602,8600,8545,8581,5677,8613,8614,8580
13,8584,5657,5648,8592,8643,8523,8578,8603,8600,8545,8580,5669,8613,8613,8579
14,8583,5654,5649,8592,8642,8522,8576,8603,8599,8544,8580,5675,8612,8612,8578
13,8582,5652,5647,8591,8642,8523,8576,8603,8598,8544,8578,5669,8611,8612,8578
13,8581,5653,5651,8588,8639,8520,8574,8597,8595,8542,8576,5669,8609,8610,8575
14,8580,5652,5647,8588,8639,8520,8574,8597,8595,8539,8574,5670,8607,8609,8575
14,8577,5651,5650,8584,8634,8515,8569,8594,8590,8536,8570,5670,8604,8605,8571
14,8575,5653,5645,8583,8634,8514,8569,8593,8590,8536,8569,5668,8602,8605,8570
13,8573,5648,5644,8581,8632,8513,8568,8591,8589,8534,8571,5675,8603,8603,8569
13,8572,5649,5645,8580,8631,8513,8568,8591,8588,8534,8569,5667,8603,8604,8570
12,8573,5650,5643,8580,8632,8514,8568,8592,8587,8535,8569,5670,8602,8604,8570
13,8574,5648,5644,8582,8633,8514,8569,8591,8591,8536,8568,5668,8603,8604,8570
13,8574,5654,5648,8582,8634,8515,8570,8593,8589,8536,8570,5665,8604,8605,8571
13,8574,5651,5648,8583,8633,8515,8570,8592,8588,8535,8570,5671,8603,8605,8570
14,8575,5651,5650,8583,8634,8515,8570,8592,8590,8537,8570,5672,8603,8605,8570
14,8575,5652,5649,8582,8634,8515,8570,8594,8592,8536,8570,5672,8604,8605,8571
13,8575,5656,5650,8583,8634,8516,8571,8592,8592,8535,8572,5669,8604,8605,8571
